The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", sm_singlevalue "single value [mg]", sm_samples "sample size", sm_valid "valid", sm_median "median", ref_refname "reference", sm_mean "mean SM [mg]", sm_maximum "maximum SM [mg]", sm_minimum "minimum SM [mg]", sm_replicates "number of replicates", sm_gencomment "general comment", dmlv_name "Drying method", or_origrefname "original reference", dia_code "diaspore type code" FROM (SELECT case when sm_median is not null then sm_median when sm_mean is not null then sm_mean when sm_minimum is not null and sm_maximum is not null then (sm_minimum + sm_maximum) / 2 when sm_minimum is not null then sm_minimum when sm_maximum is not null then sm_maximum else null end AS sm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, sm_median, sm_mean, sm_minimum, sm_maximum, sm_samples, sm_valid, ref_refname, sm_replicates, sm_gencomment, dmlv_name, or_origrefname, dia_code, sm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, sm_m.m_methodname, sm_m.dia_name, sm_m.sm_median, sm_m.sm_mean, sm_m.sm_minimum, sm_m.sm_maximum, sm_m.sm_samples, sm_m.sm_valid, sm_m.ref_refname, sm_m.sm_replicates, sm_m.sm_gencomment, sm_m.dmlv_name, sm_m.or_origrefname, sm_m.dia_code, sm_m.sm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sm_dialv.sm_sbsnumber, m.m_methodname, sm_dialv.dia_name, sm_dialv.sm_median, sm_dialv.sm_mean, sm_dialv.sm_minimum, sm_dialv.sm_maximum, sm_dialv.sm_samples, sm_dialv.sm_valid, sm_dialv.ref_refname, sm_dialv.sm_replicates, sm_dialv.sm_gencomment, sm_dialv.dmlv_name, sm_dialv.or_origrefname, sm_dialv.dia_code FROM (SELECT r_sm.sm_sbsnumber, r_sm.sm_methodid, dialv.dia_name, r_sm.sm_median, r_sm.sm_mean, r_sm.sm_minimum, r_sm.sm_maximum, r_sm.sm_samples, r_sm.sm_valid, r_sm.ref_refname, r_sm.sm_replicates, r_sm.sm_gencomment, r_sm.dmlv_name, r_sm.or_origrefname, dialv.dia_code FROM (SELECT sm_dmlv.sm_sbsnumber, sm_dmlv.sm_methodid, sm_dmlv.sm_diasporemorphid, sm_dmlv.sm_median, sm_dmlv.sm_mean, sm_dmlv.sm_minimum, sm_dmlv.sm_maximum, sm_dmlv.sm_samples, sm_dmlv.sm_valid, r.ref_refname, sm_dmlv.sm_replicates, sm_dmlv.sm_gencomment, sm_dmlv.dmlv_name, sm_dmlv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sm_orf.sm_sbsnumber, sm_orf.sm_methodid, sm_orf.sm_diasporemorphid, sm_orf.sm_median, sm_orf.sm_mean, sm_orf.sm_minimum, sm_orf.sm_maximum, sm_orf.sm_samples, sm_orf.sm_valid, sm_orf.sm_referenceid, sm_orf.sm_replicates, sm_orf.sm_gencomment, dmlv.dmlv_name, sm_orf.or_origrefname FROM (SELECT sm.sm_sbsnumber, sm.sm_methodid, sm.sm_diasporemorphid, sm.sm_median, sm.sm_mean, sm.sm_minimum, sm.sm_maximum, sm.sm_samples, sm.sm_valid, sm.sm_referenceid, sm.sm_replicates, sm.sm_gencomment, sm.sm_dryingmethodid, orf.or_origrefname FROM (SELECT sbsnumber AS sm_sbsnumber, methodid AS sm_methodid, germinuleordispersuleid AS sm_diasporemorphid, median AS sm_median, mean AS sm_mean, minimum AS sm_minimum, maximum AS sm_maximum, n AS sm_samples, valid AS sm_valid, referenceid AS sm_referenceid, seednumberperindividual AS sm_replicates, p_comment AS sm_gencomment, dryingmethodid AS sm_dryingmethodid, origreferenceid AS sm_origreferenceid FROM (SELECT seedweightid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, n, seednumberperindividual, germinuleordispersuleid, mean, minimum, maximum, median, methodid, dryingmethodid, balanceerror, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, valid, validsince, validuntil, ledaid FROM seedweight NATURAL JOIN taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) sm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sm.sm_origreferenceid = orf.or_origrefid) sm_orf FULL JOIN (SELECT dryingmethodid AS dmlv_id, dryingmethodname AS dmlv_name FROM (select dryingmethodid, dryingmethodname from dryingmethod_lv)) dmlv ON sm_orf.sm_dryingmethodid = dmlv.dmlv_id) sm_dmlv ON r.ref_referenceid = sm_dmlv.sm_referenceid) r_sm LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name, diasporemorphologycode AS dia_code FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON r_sm.sm_diasporemorphid = dialv.dia_id) sm_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sm_dialv.sm_methodid = m.m_methodid) sm_m ON sbs.sbs_sbsnumber = sm_m.sm_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:35:53 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [mg];sample size;valid;median;reference;mean SM [mg];maximum SM [mg];minimum SM [mg];number of replicates;general comment;Drying method;original reference;diaspore type code
Salvia pratensis;24299;other;germinule;3.2784;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.2784;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;2.2704;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.2704;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;2.0904;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.0904;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;2.2964;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.2964;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;2.978;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.978;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia pratensis;24299;other;germinule;3.0292;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.0292;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Salvia sclarea;24774;actual measurement;generative dispersule;2.4;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);2.4;;;1;n an replicates unknown;Air dried weight;;2
Salvia verbenaca;23951;other;unknown;3.0048;1;2;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.0048;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;4
Salvia verbenaca;23951;other;unknown;3.282;1;2;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.282;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;4
Salvia verbenaca;23951;other;unknown;2.9592;1;2;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.9592;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;4
Salvia verbenaca;23951;other;unknown;2.7352;1;2;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.7352;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;4
Salvia verbenaca;23951;other;unknown;3.1408;1;2;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.1408;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;4
Salvia verticillata;23952;actual measurement;one-seeded generative dispersule;.768;;-4;;BIOLFLOR database;.768;;;;;Air dried weight;;2a
Salvia verticillata;23952;actual measurement;germinule;.768;;-4;;BIOLFLOR database;.768;;;;;Air dried weight;;3
Salvia verticillata;23952;actual measurement;one-seeded generative dispersule;.936;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.936;;;50;;Air dried weight;;2a
Salvia verticillata;23952;actual measurement;one-seeded generative dispersule;.738;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.738;;;80;;Air dried weight;;2a
Salvia verticillata;23952;actual measurement;generative dispersule;1.35;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);1.35;;;1;n an replicates unknown;Air dried weight;;2
Salvia verticillata;23952;actual measurement;germinule;.936;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.936;;;50;;Air dried weight;;3
Salvia verticillata;23952;actual measurement;germinule;.738;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.738;;;80;;Air dried weight;;3
Salvia viridis;23412;actual measurement;generative dispersule;2.29;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);2.29;;;1;n an replicates unknown;Air dried weight;;2
Sambucus ebulus;15361;actual measurement;generative dispersule;171.993;;-4;;BIOLFLOR database;171.993;;;;;Fresh weight;;2
Sambucus ebulus;15361;other;germinule;11.1628;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);11.1628;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sambucus ebulus;15361;other;germinule;7.9064;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);7.9064;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sambucus nigra;15363;actual measurement;generative dispersule;106.7235;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;106.7235;110.082;103.365;100;;Fresh weight;;2
Sambucus nigra;15363;actual measurement;generative dispersule;89.232;;-4;;BIOLFLOR database;89.232;;;;;Fresh weight;;2
Sambucus nigra;15363;actual measurement;germinule;3.232;;-4;;BIOLFLOR database;3.232;3.4;3.063;;;Air dried weight;;3
Sambucus nigra;15363;actual measurement;one-seeded generative dispersule;1.901;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.901;;;100;;Air dried weight;;2a
Sambucus nigra;15363;actual measurement;one-seeded generative dispersule;3.44;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.44;;;100;;Air dried weight;;2a
Sambucus racemosa;15364;actual measurement;multi-seeded generative dispersule;62;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);62;;;1;n an replicates unknown;Fresh weight;;2b
Sambucus racemosa;15364;actual measurement;germinule;3;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);3;;;1;n an replicates unknown;Air dried weight;;3
Samolus valerandi;28974;actual measurement;one-seeded generative dispersule;.027;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.027;;;50;;Air dried weight;;2a
Samolus valerandi;28974;actual measurement;one-seeded generative dispersule;.025;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.025;.025;.025;100;;Air dried weight;;2a
Samolus valerandi;28974;actual measurement (following LEDA data standards);germinule;.02;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.02;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Samolus valerandi;28974;other;germinule;.0316;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.0316;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Samolus valerandi;28974;other;germinule;.028;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.028;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Samolus valerandi;28974;other;germinule;.0288;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.0288;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Samolus valerandi;28974;actual measurement (following LEDA data standards);germinule;.02;1;-2;.02;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.02;.02;.02;;preaggregated value obtained from single record;Air dried weight;;3
Sanguisorba minor;29153;actual measurement;one-seeded generative dispersule;4.106;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.106;;;50;;Air dried weight;;2a
Sanguisorba minor;29153;actual measurement;multi-seeded generative dispersule;4.91;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);4.91;;;50;50-2000 air-dried matured seeds;Air dried weight;;2b
Sanguisorba minor;29153;actual measurement;generative dispersule;3.683166667;6;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.683166667;4.321;3.449333333;1;;Air dried weight;;2
Sanguisorba minor;29153;actual measurement;germinule;4.106;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.106;;;50;;Air dried weight;;3
Sanguisorba minor;29153;actual measurement;one-seeded generative dispersule;5.762;;-4;;BIOLFLOR database;5.762;7.361;4.11;;;Air dried weight;;2a
Sanguisorba minor;29153;actual measurement;germinule;5.084;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);5.084;;;1;1996-1997, n an replicates unknown;Air dried weight;;3
Sanguisorba minor;29153;actual measurement;germinule;5.08;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);5.08;;;30;collected between 1996-1999;Air dried weight;;3
Sanguisorba minor;29153;actual measurement;generative dispersule;2.13;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);2.13;;;1;n an replicates unknown;Air dried weight;;2
Sanguisorba minor;29153;actual measurement;germinule;1.8;;-4;;BIOLFLOR database;1.8;;;;;Air dried weight;;3
Sanguisorba minor;29153;actual measurement;germinule;5.762;;-4;;BIOLFLOR database;5.762;7.361;4.11;;;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement;generative dispersule;2.133777778;9;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.133777778;2.948;.976;100;;Air dried weight;;2
Sanguisorba officinalis;30139;actual measurement;germinule;.887;;-4;;BIOLFLOR database;.887;;;;;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement;germinule;1.826;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.826;;;80;;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement;germinule;2.264;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.264;;;50;;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement;germinule;1.987;;-4;;BIOLFLOR database;1.987;2.428;1.2;;;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement;germinule;3.738;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.738;;;50;;Air dried weight;;3
Sanguisorba officinalis;30139;other;one-seeded generative dispersule;2.8592;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.8592;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Sanguisorba officinalis;30139;other;one-seeded generative dispersule;2.6576;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.6576;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Sanguisorba officinalis;30139;other;one-seeded generative dispersule;2.3532;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.3532;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Sanguisorba officinalis;30139;actual measurement;one-seeded generative dispersule;1.987;;-4;;BIOLFLOR database;1.987;2.428;1.2;;;Air dried weight;;2a
Sanguisorba officinalis;30139;actual measurement;one-seeded generative dispersule;2.264;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.264;;;50;;Air dried weight;;2a
Sanguisorba officinalis;30139;actual measurement;one-seeded generative dispersule;3.738;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.738;;;50;;Air dried weight;;2a
Sanguisorba officinalis;30139;actual measurement;one-seeded generative dispersule;1.826;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.826;;;80;;Air dried weight;;2a
Sanguisorba officinalis;30139;actual measurement (following LEDA data standards);germinule;1.98;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.98;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Sanguisorba officinalis;30139;actual measurement (following LEDA data standards);germinule;1.98;1;-2;1.98;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.98;1.98;1.98;;preaggregated value obtained from single record;Air dried weight;;3
Sanguisorba officinalis;30139;other;germinule;2.3532;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.3532;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sanguisorba officinalis;30139;other;germinule;2.8592;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.8592;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sanguisorba officinalis;30139;other;germinule;2.6576;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.6576;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sanicula europaea;2102;other;germinule;2.7148;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.7148;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Sanicula europaea;2102;actual measurement;one-seeded generative dispersule;2.874;;-4;;BIOLFLOR database;2.874;2.97;2.752;;;Air dried weight;;2a
Sanicula europaea;2102;other;one-seeded generative dispersule;2.7148;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.7148;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Sanicula europaea;2102;actual measurement;germinule;2.972;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.972;;;50;;Air dried weight;;3
Sanicula europaea;2102;actual measurement;one-seeded generative dispersule;2.972;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.972;;;50;;Air dried weight;;2a
Sanicula europaea;2102;actual measurement;germinule;2.874;;-4;;BIOLFLOR database;2.874;2.97;2.752;;;Air dried weight;;3
Sanicula europaea;2102;actual measurement;generative dispersule;2.990875;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.990875;3.0725;2.90925;40;;Air dried weight;;2
Santolina chamaecyparissus;9489;actual measurement;one-seeded generative dispersule;.316;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.316;;;50;;Air dried weight;;2a
Saponaria ocymoides;16543;actual measurement;germinule;2.06;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);2.06;;;50;50-2000 air-dried matured seeds;Air dried weight;;3
Saponaria ocymoides;16543;actual measurement;generative dispersule;2.083;4;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.083;2.133;2.035;100;;Air dried weight;;2
Saponaria officinalis;17539;other;one-seeded generative dispersule;1.6952;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.6952;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.624;;-4;;BIOLFLOR database;1.624;1.925;1.46;;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.621333333;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.621333333;1.672666667;1.601333333;150;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.702;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.702;;;50;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.968;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.968;;;50;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.461;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.461;;;100;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;one-seeded generative dispersule;1.29;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.29;;;50;;Air dried weight;;2a
Saponaria officinalis;17539;actual measurement;germinule;1.624;;-4;;BIOLFLOR database;1.624;1.925;1.46;;;Air dried weight;;3
Saponaria officinalis;17539;actual measurement;germinule;1.461;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.461;;;100;;Air dried weight;;3
Saponaria officinalis;17539;actual measurement;germinule;1.29;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.29;;;50;;Air dried weight;;3
Saponaria officinalis;17539;actual measurement;germinule;1.702;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.702;;;50;;Air dried weight;;3
Saponaria officinalis;17539;actual measurement;germinule;1.968;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.968;;;50;;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.22;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.22;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.44;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.44;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.18;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.18;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.18;1;-2;1.18;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.18;1.18;1.18;;preaggregated value obtained from single record;Air dried weight;;3
Saponaria officinalis;17539;other;germinule;1.6952;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.6952;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.22;1;-2;1.22;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.22;1.22;1.22;;preaggregated value obtained from single record;Air dried weight;;3
Saponaria officinalis;17539;actual measurement (following LEDA data standards);germinule;1.44;1;-2;1.44;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.44;1.44;1.44;;preaggregated value obtained from single record;Air dried weight;;3
Satureja hortensis;25007;actual measurement;germinule;.4934;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.4934;;;100;;Air dried weight;;3
Satureja hortensis;25007;actual measurement;one-seeded generative dispersule;.6;;-4;;BIOLFLOR database;.6;.8;.493;;;Air dried weight;;2a
Satureja hortensis;25007;actual measurement;germinule;.7;1;1;;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;;.8;.6;1;n and replicates unknown;Air dried weight;;3
Satureja hortensis;25007;actual measurement;germinule;.6;;-4;;BIOLFLOR database;.6;.8;.493;;;Air dried weight;;3
Saussurea alpina;9535;actual measurement;germinule;1.869;;-4;;BIOLFLOR database;1.869;1.96;1.777;;;Air dried weight;;3
