The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Veronica catenata;33875;actual measurement;12.0263089;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;12.0263089;;;2;;;1996-09-02 00:00:00.0;;
Veronica catenata;33875;actual measurement;13.64266843;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;13.64266843;;;2;;;1996-08-08 00:00:00.0;;
Veronica chamaedrys;32792;actual measurement;13.67390791;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;13.67390791;;;2;;;1996-06-10 00:00:00.0;;
Veronica chamaedrys;32792;actual measurement;10.35;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;10.25;21.71;1.36;10.35;2;;;2003-06-26 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Veronica chamaedrys;32792;actual measurement;23.40153186;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;23.40153186;;;2;;;;;
Veronica filiformis;33807;actual measurement;.777272727;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.777272727;;;2;;;1996-09-26 00:00:00.0;;
Veronica filiformis;33807;actual measurement;2.130526316;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2.130526316;;;2;;;1996-05-21 00:00:00.0;;
Veronica fruticans;34175;actual measurement (following LEDA data standards);1.07;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Aarnes), corresponding adress: graciela.rusch@nina.no;with petiole and rachis;1.13;1.7;.75;1.07;1;;;2005-07-22 00:00:00.0;preaggregated value obtained from single record;
Veronica hederifolia;33317;actual measurement;9.42864222;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;9.42864222;;;2;;;1996-05-19 00:00:00.0;;
Veronica hederifolia;33317;actual measurement;10.56557971;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;10.56557971;;;2;;;1996-05-10 00:00:00.0;;
Veronica hederifolia;33317;actual measurement;17.15710723;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;17.15710723;;;2;;;1996-05-23 00:00:00.0;;
Veronica hederifolia;33317;actual measurement (following LEDA data standards);4.04;9;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;4.61;7.43;2.91;4.04;2;;;2005-06-09 00:00:00.0;preaggregated value obtained from single record;
Veronica longifolia;32803;actual measurement (following LEDA data standards);70.34;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;70.34;105.66;37.64;70.34;2;;;2004-06-16 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica longifolia;32803;actual measurement (following LEDA data standards);56.25;9;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;53.38;88.6;27.05;56.25;2;;;2004-07-07 00:00:00.0;preaggregated value obtained from single record;
Veronica longifolia;32803;actual measurement (following LEDA data standards);80.11;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;80.65;122.01;44.88;80.11;2;;;2004-06-16 00:00:00.0;preaggregated value obtained from single record;
Veronica longifolia;32803;actual measurement (following LEDA data standards);70.46;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;70.34;105.66;37.64;70.46;2;;;2004-06-16 00:00:00.0;preaggregated value obtained from single record;
Veronica longifolia;32803;actual measurement (following LEDA data standards);80.65;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;80.65;122.01;44.88;80.65;2;;;2004-06-16 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica montana;33758;actual measurement;19.99226158;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;19.99226158;;;2;;;1996-06-10 00:00:00.0;;
Veronica officinalis;33764;actual measurement;3.050381679;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;3.050381679;;;2;;;1996-09-24 00:00:00.0;;
Veronica officinalis;33764;actual measurement;17.9;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;17.9;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Veronica peregrina;33270;actual measurement (following LEDA data standards);1.94;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.88;2.35;1.34;1.94;4;;;2005-05-24 00:00:00.0;preaggregated value obtained from single record;
Veronica peregrina;33270;actual measurement (following LEDA data standards);1.94;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.85;2.28;1.32;1.94;2;;;2005-10-08 00:00:00.0;preaggregated value obtained from single record;
Veronica peregrina;33270;actual measurement (following LEDA data standards);.94;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;1.05;1.74;.58;.94;2;;;2005-07-06 00:00:00.0;preaggregated value obtained from single record;
Veronica persica;33737;actual measurement;9.212885154;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;9.212885154;;;2;;;1996-08-16 00:00:00.0;;
Veronica persica;33737;actual measurement;18.85143413;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;18.85143413;;;2;;;1996-05-22 00:00:00.0;;
Veronica persica;33737;actual measurement;13.0520251;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;13.0520251;;;2;;;1996-09-27 00:00:00.0;;
Veronica polita;33745;actual measurement;2.885204082;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2.885204082;;;2;;;1996-07-15 00:00:00.0;;
Veronica polita;33745;actual measurement;3.412969283;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;3.412969283;;;2;;;1996-09-27 00:00:00.0;;
Veronica polita;33745;actual measurement;4.080910683;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;4.080910683;;;2;;;1996-05-30 00:00:00.0;;
Veronica prostrata s. prostrata;34100;actual measurement (following LEDA data standards);2.92;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.92;2.92;2.92;2.92;3;;;2004-05-17 00:00:00.0;preaggregated value obtained from single record;
Veronica prostrata s. prostrata;34100;actual measurement (following LEDA data standards);2.92;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.92;2.92;2.92;2.92;3;;;2004-05-17 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica scutellata;34347;actual measurement (following LEDA data standards);1.68;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.62;1.72;1.47;1.68;1;;;2003-09-16 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica scutellata;34347;actual measurement (following LEDA data standards);4.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;4.9;10.22;3.14;4.25;1;;;2003-08-05 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica serpyllifolia;32740;actual measurement;8.018957346;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;8.018957346;;;2;;;1996-06-10 00:00:00.0;;
Veronica spicata;32745;actual measurement;68.3;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;68.3;;;1;;;1997-07-14 00:00:00.0;;
Veronica spicata s. spicata;33276;actual measurement (following LEDA data standards);13.94;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;13.19;17.83;8.19;13.94;2;;;2004-09-01 00:00:00.0;preaggregated value obtained from single record;
Veronica spicata s. spicata;33276;actual measurement (following LEDA data standards);17.4;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.27;41.62;8.61;17.4;2;;;2004-09-01 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica spicata s. spicata;33276;actual measurement (following LEDA data standards);13.57;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;13.19;17.83;8.19;13.57;2;;;2004-09-01 00:00:00.0;Preaggregated value obtained from single record. ;
Veronica spicata s. spicata;33276;actual measurement (following LEDA data standards);16.98;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.27;41.62;8.61;16.98;2;;;2004-09-01 00:00:00.0;preaggregated value obtained from single record;
Veronica triphyllos;33282;actual measurement (following LEDA data standards);1.07;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.07;1.58;.52;1.07;2;;;2005-05-05 00:00:00.0;preaggregated value obtained from single record;
Viburnum lantana;15334;actual measurement (following LEDA data standards);206.19;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;217.97;403.42;121.22;206.19;1;;;2003-06-19 00:00:00.0;Preaggregated value obtained from single record. ;
Viburnum lantana;15334;actual measurement (following LEDA data standards);217.17;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;229.59;421.48;128.66;217.17;1;;;2003-06-19 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia articulata;22076;laboratory/greenhouse/garden experiment;16.59;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.88;35.24;12.29;16.59;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia articulata;22076;laboratory/greenhouse/garden experiment;16.36;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.88;35.24;12.29;16.36;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Vicia cassubica;19692;actual measurement (following LEDA data standards);155.94;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;157.49;237.83;100.62;155.94;2;;;2005-07-08 00:00:00.0;preaggregated value obtained from single record;
Vicia cracca;22128;actual measurement;23.55;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;with petiole and rachis;23.66;35.91;15.67;23.55;2;;;2003-06-23 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Vicia cracca;22128;actual measurement;34.30949574;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;34.30949574;;;2;;;1996-08-29 00:00:00.0;;
Vicia cracca;22128;actual measurement;40.26050808;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;40.26050808;;;2;;;1996-08-29 00:00:00.0;;
Vicia cracca;22128;actual measurement;18.92;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;19.5;29.93;12.16;18.92;2;;;2003-06-23 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Vicia ervilia;20343;laboratory/greenhouse/garden experiment;17.26;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.21;37.67;5.38;17.26;2;;;2004-08-11 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia ervilia;20343;laboratory/greenhouse/garden experiment;16.32;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;18.21;37.67;5.38;16.32;2;;;2004-08-11 00:00:00.0;preaggregated value obtained from single record;
Vicia faba;20755;actual measurement (following LEDA data standards);326.85;5;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;320.43;367.8;282.95;326.85;2;;;2005-06-09 00:00:00.0;preaggregated value obtained from single record;
Vicia grandiflora;21610;actual measurement (following LEDA data standards);10.7;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.55;18.9;1.98;10.7;2;;;2004-09-01 00:00:00.0;preaggregated value obtained from single record;
Vicia grandiflora;21610;actual measurement (following LEDA data standards);10.62;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.55;18.9;1.98;10.62;2;;;2004-09-01 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia hirsuta;20346;actual measurement;7.34224924;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;7.34224924;;;2;;;1996-06-20 00:00:00.0;;
Vicia hirsuta;20346;actual measurement;16.59062812;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;16.59062812;;;2;;;1996-07-08 00:00:00.0;;
Vicia hirsuta;20346;actual measurement;7.6;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;7.6;;;2;;;1996-06-18 00:00:00.0;;
Vicia lathyroides;21160;actual measurement;7.140952381;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;7.140952381;;;2;;;1996-05-30 00:00:00.0;;
Vicia sativa;22143;actual measurement;55.60489297;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;55.60489297;;;2;;;1996-06-18 00:00:00.0;;
Vicia sativa;22143;actual measurement;56.76602564;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;56.76602564;;;2;;;1996-05-30 00:00:00.0;;
Vicia sativa s. nigra;19593;actual measurement (following LEDA data standards);9.2;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;9.2;9.85;8.55;9.2;1;;;2003-07-29 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia sativa s. nigra;19593;actual measurement (following LEDA data standards);15.55;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;15.55;18.05;13.05;15.55;1;;;2003-07-15 00:00:00.0;Preaggregated value obtained from single record. ;
Vicia sepium;20357;actual measurement;24.55676856;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;24.55676856;;;2;;;1996-06-11 00:00:00.0;;
Vicia sylvatica;20360;actual measurement;35.12318029;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;35.12318029;;;2;;;1996-09-02 00:00:00.0;;
Vicia tenuifolia;22123;actual measurement;44.13863988;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;44.13863988;;;2;;;1996-06-24 00:00:00.0;;
Vicia tenuifolia;22123;actual measurement;70.28528809;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;70.28528809;;;2;;;1996-06-19 00:00:00.0;;
Vicia tenuifolia;22123;actual measurement (following LEDA data standards);86.76;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;82.66;120.93;47.11;86.76;2;;;2005-05-27 00:00:00.0;preaggregated value obtained from single record;
Vicia tetrasperma;22147;actual measurement;1.8;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1.8;;;1;;;1999-06-18 00:00:00.0;;
Vicia villosa subsp. villosa;21628;actual measurement (following LEDA data standards);45.17;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;49.27;75.15;39.76;45.17;2;;;2005-05-20 00:00:00.0;preaggregated value obtained from single record;
