The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", rh_singlevalue "single value [m]", rh_n "sample size", rh_valid "record valid", ref_refname "reference", rh_maximum "maximum RH [m]", rh_mean "mean RH [m]", rh_minimum "minimum RH [m]", rh_median "median RH [m]", rh_replicates "number of replicates", rh_comment "general comment", or_origrefname "original reference" FROM (SELECT case when rh_median is not null then rh_median when rh_mean is not null then rh_mean when rh_minimum is not null and rh_maximum is not null then (rh_minimum + rh_maximum) / 2 when rh_minimum is not null then rh_minimum when rh_maximum is not null then rh_maximum else null end AS rh_singlevalue, sbs_sbsname, m_methodname, rh_median, rh_mean, rh_minimum, rh_maximum, rh_n, rh_valid, ref_refname, rh_replicates, rh_comment, or_origrefname, rh_sbsnumber FROM (SELECT sbs.sbs_sbsname, rh_m.m_methodname, rh_m.rh_median, rh_m.rh_mean, rh_m.rh_minimum, rh_m.rh_maximum, rh_m.rh_n, rh_m.rh_valid, rh_m.ref_refname, rh_m.rh_replicates, rh_m.rh_comment, rh_m.or_origrefname, rh_m.rh_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_rh.rh_sbsnumber, m.m_methodname, r_rh.rh_median, r_rh.rh_mean, r_rh.rh_minimum, r_rh.rh_maximum, r_rh.rh_n, r_rh.rh_valid, r_rh.ref_refname, r_rh.rh_replicates, r_rh.rh_comment, r_rh.or_origrefname FROM (SELECT rh_orf.rh_sbsnumber, rh_orf.rh_methodid, rh_orf.rh_median, rh_orf.rh_mean, rh_orf.rh_minimum, rh_orf.rh_maximum, rh_orf.rh_n, rh_orf.rh_valid, r.ref_refname, rh_orf.rh_replicates, rh_orf.rh_comment, rh_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT rh.rh_sbsnumber, rh.rh_methodid, rh.rh_median, rh.rh_mean, rh.rh_minimum, rh.rh_maximum, rh.rh_n, rh.rh_valid, rh.rh_referenceid, rh.rh_replicates, rh.rh_comment, orf.or_origrefname FROM (SELECT sbsnumber AS rh_sbsnumber, methodid AS rh_methodid, median AS rh_median, mean AS rh_mean, minimum AS rh_minimum, maximum AS rh_maximum, n AS rh_n, valid AS rh_valid, referenceid AS rh_referenceid, replicates AS rh_replicates, p_comment AS rh_comment, origreferenceid AS rh_origreferenceid FROM (SELECT releasingheightid, sbsnumber, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, methodid, referenceid, supportstructuretypeid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid FROM releasingheight natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) rh FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON rh.rh_origreferenceid = orf.or_origrefid) rh_orf ON r.ref_referenceid = rh_orf.rh_referenceid) r_rh LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_rh.rh_methodid = m.m_methodid) rh_m ON sbs.sbs_sbsnumber = rh_m.rh_sbsnumber)) ORDER BY sbs_sbsname
on Fri Feb 05 09:52:56 CET 2010 .

SBS name;general method;single value [m];sample size;record valid;reference;maximum RH [m];mean RH [m];minimum RH [m];median RH [m];number of replicates;general comment;original reference
Sanicula europaea;actual measurement (following LEDA data standards);.3;25;1;BIOPOP April 2005;.3;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sanicula europaea;unknown;.325;;1;BIOPOP April 2005;.45;;.2;;;;
Sanicula europaea;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Saponaria ocymoides;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Saponaria officinalis;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Saponaria officinalis;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Satureja hortensis;laboratory/greenhouse/garden experiment;.09;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.16;.11;.07;.09;;(automatically preaggregated values) ;
Satureja hortensis;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Satureja montana;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Saussurea alpina;actual measurement (following LEDA data standards);.215;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.24;.215;.19;.215;;(automatically preaggregated values) ;
Saussurea alpina;unknown;.225;;1;BIOPOP April 2005;.4;;.05;;;;
Saussurea discolor;unknown;.2;;1;BIOPOP April 2005;.35;;.05;;;;
Saussurea pygmaea;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Saxifraga aizoides;unknown;.165;;1;BIOPOP April 2005;.3;;.03;;;;
Saxifraga androsacea;unknown;.055;;1;BIOPOP April 2005;.1;;.01;;;;
Saxifraga aphylla;unknown;.02;;1;BIOPOP April 2005;.03;;.01;;;;
Saxifraga biflora;estimation (following LEDA data standards);.14;;1;BIOPOP April 2005;.25;;.03;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Saxifraga bryoides;unknown;.045;;1;BIOPOP April 2005;.08;;.01;;;;
Saxifraga caesia;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Saxifraga granulata;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
Saxifraga hirculus;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Saxifraga hypnoides;unknown;.21;;1;BIOPOP April 2005;.3;;.12;;;;
Saxifraga hypnoides;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Saxifraga mutata;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Saxifraga oppositifolia;unknown;.14;;1;BIOPOP April 2005;.25;;.03;;;;
Saxifraga paniculata;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Saxifraga rosacea;estimation (following LEDA data standards);.15;;1;BIOPOP April 2005;.25;;.05;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Saxifraga rotundifolia;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Saxifraga stellaris;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Saxifraga tridactylites;unknown;.1;;1;BIOPOP April 2005;.18;;.02;;;;
Saxifraga tridactylites;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scabiosa atropurpurea;laboratory/greenhouse/garden experiment;.51;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.79;.52;.35;.51;;(automatically preaggregated values) ;
Scabiosa atropurpurea;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Scabiosa canescens;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Scabiosa columbaria;actual measurement (following LEDA data standards);.55;25;1;BIOPOP April 2005;.55;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Scabiosa columbaria;actual measurement (following LEDA data standards);.235;;1;BIOPOP April 2005;;.235;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Scabiosa columbaria;unknown;.4;;1;BIOPOP April 2005;;.4;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scabiosa columbaria;unknown;.425;;1;BIOPOP April 2005;.6;;.25;;;;
Scabiosa columbaria;actual measurement (following LEDA data standards);.45;;1;BIOPOP April 2005;;.45;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Scabiosa columbaria s. columbaria;unknown;.8;;1;BIOPOP April 2005;.8;;;;;Value: large plant;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Scabiosa columbaria s. columbaria;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Scabiosa lucida;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Scabiosa lucida;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Scabiosa ochroleuca;actual measurement (following LEDA data standards);.45;25;1;BIOPOP April 2005;.45;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Scabiosa ochroleuca;unknown;.425;;1;BIOPOP April 2005;.6;;.25;;;;
Scandix pecten-veneris;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Scheuchzeria palustris;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Schoenus ferrugineus;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Schoenus nigricans;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Scilla amoena;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Scilla bifolia;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Scilla sibirica;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Scirpus cespitosus;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Scirpus holoschoenus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Scirpus hudsonianus;actual measurement (following LEDA data standards);.11;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.14;.12;.09;.11;;(automatically preaggregated values) ;
Scirpus hudsonianus;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Scirpus lacustris;unknown;2.5;;1;BIOPOP April 2005;4;;1;;;;
Scirpus lacustris;unknown;2;;1;BIOPOP April 2005;;2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scirpus lacustris s. tabernaemontani;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Scirpus maritimus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Scirpus mucronatus;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Scirpus pungens;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Scirpus radicans;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Scirpus setaceus;unknown;.06;;1;BIOPOP April 2005;.1;;.02;;;;
Scirpus supinus;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Scirpus sylvaticus;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Scirpus sylvaticus;unknown;.65;;1;BIOPOP April 2005;;.65;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scirpus triqueter;actual measurement (following LEDA data standards);.48;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.56;.49;.42;.48;;(automatically preaggregated values) ;
Scirpus triqueter;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Scleranthus annuus;laboratory/greenhouse/garden experiment;.06;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.07;.06;.04;.06;;(automatically preaggregated values) ;
Scleranthus annuus;unknown;.11;;1;BIOPOP April 2005;.2;;.02;;;;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
Scleranthus annuus s. verticillatus;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Scleranthus perennis;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Sclerochloa dura;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Scolochloa festucacea;unknown;1.35;;1;BIOPOP April 2005;1.8;;.9;;;;
Scolochloa festucacea;unknown;1.3;;1;BIOPOP April 2005;;1.3;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scorzonera austriaca;actual measurement (following LEDA data standards);.25;25;1;BIOPOP April 2005;.25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Scorzonera austriaca;unknown;.2;;1;BIOPOP April 2005;.35;;.05;;;;
Scorzonera hispanica;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Scorzonera humilis;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Scorzonera laciniata;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Scorzonera laciniata;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;
Scorzonera parviflora;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Scorzonera purpurea;unknown;.375;;1;BIOPOP April 2005;.5;;.25;;;;
Scrophularia auriculata;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Scrophularia auriculata;unknown;.75;;1;BIOPOP April 2005;;.75;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scrophularia canina;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Scrophularia nodosa;actual measurement (following LEDA data standards);.795;;1;BIOPOP April 2005;1.22;;.37;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Scrophularia nodosa;actual measurement (following LEDA data standards);.965;;1;BIOPOP April 2005;1.25;;.68;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Scrophularia nodosa;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Scrophularia nodosa;unknown;.8;;1;BIOPOP April 2005;1.2;;.4;;;;
Scrophularia nodosa;actual measurement (following LEDA data standards);1.025;;1;BIOPOP April 2005;1.35;;.7;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Scrophularia umbrosa;unknown;.9;;1;BIOPOP April 2005;1.3;;.5;;;;
Scrophularia vernalis;laboratory/greenhouse/garden experiment;1.17;18;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.36;1.18;.95;1.17;;(automatically preaggregated values) ;
Scrophularia vernalis;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Scutellaria altissima;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Scutellaria galericulata;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Scutellaria hastifolia;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Scutellaria minor;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Secale cereale;unknown;1.35;;1;BIOPOP April 2005;2;;.7;;;;
Sedum acre;actual measurement (following LEDA data standards);.15;25;1;BIOPOP April 2005;.15;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sedum acre;actual measurement (following LEDA data standards);.065;;1;BIOPOP April 2005;.09;;.04;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Sedum acre;unknown;.09;;1;BIOPOP April 2005;.15;;.03;;;;
Sedum acre;unknown;.05;;1;BIOPOP April 2005;;.05;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Sedum album;unknown;.14;;1;BIOPOP April 2005;.2;;.08;;;;
Sedum album;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Sedum alpestre;unknown;.055;;1;BIOPOP April 2005;.08;;.03;;;;
Sedum annuum;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Sedum atratum;unknown;.055;;1;BIOPOP April 2005;.08;;.03;;;;
Sedum cepaea;laboratory/greenhouse/garden experiment;.13;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.26;.14;.05;.13;;(automatically preaggregated values) ;
Sedum cepaea;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Sedum dasyphyllum;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Sedum forsterianum;unknown;.25;;1;BIOPOP April 2005;.35;;.15;;;;
Sedum hispanicum;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Sedum ochroleucum;unknown;.225;;1;BIOPOP April 2005;.35;;.1;;;;
Sedum rubens;laboratory/greenhouse/garden experiment;.04;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.09;.05;.03;.04;;(automatically preaggregated values) ;
Sedum rubens;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Sedum rupestre;unknown;.225;;1;BIOPOP April 2005;.35;;.1;;;;
Sedum sexangulare;actual measurement (following LEDA data standards);.15;25;1;BIOPOP April 2005;.15;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sedum sexangulare;unknown;.09;;1;BIOPOP April 2005;.15;;.03;;;;
Sedum spurium;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Sedum telephium;actual measurement (following LEDA data standards);.425;;1;BIOPOP April 2005;.62;;.23;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Sedum telephium s. maximum;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sedum telephium s. maximum;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Sedum villosum;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Selaginella helvetica;unknown;.05;;1;BIOPOP April 2005;.08;;.02;;;;
Selaginella selaginoides;unknown;.075;;1;BIOPOP April 2005;.12;;.03;;;;
Selinum carvifolia;unknown;.6;;1;BIOPOP April 2005;.9;;.3;;;;
Sempervivum arachnoideum;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Sempervivum tectorum;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Senecio abrotanifolius;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
Senecio alpinus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Senecio aquaticus;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;Jäger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Kritischer Band
Senecio aquaticus s. barbareifolius;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Senecio congestus;unknown;.575;;1;BIOPOP April 2005;1;;.15;;;;
Senecio doronicum;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Senecio erucifolius;unknown;.775;;1;BIOPOP April 2005;1.25;;.3;;;;
Senecio fluviatilis;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Senecio helenitis;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Senecio inaequidens;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Senecio integrifolius;unknown;.29;;1;BIOPOP April 2005;.5;;.08;;;;
Senecio jacobaea;actual measurement (following LEDA data standards);.6;25;1;BIOPOP April 2005;.6;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Senecio jacobaea;unknown;.9;;1;BIOPOP April 2005;;.9;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Senecio jacobaea;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Senecio nemorensis;estimation (following LEDA data standards);1.05;;1;BIOPOP April 2005;1.5;;.6;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Senecio ovirensis s. gaudinii;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Senecio paludosus;unknown;1.25;;1;BIOPOP April 2005;1.7;;.8;;;;
Senecio rivularis;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Senecio rupestris;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Senecio squalidus;laboratory/greenhouse/garden experiment;.26;16;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.36;.24;.13;.26;;(automatically preaggregated values) ;
Senecio squalidus;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Senecio squalidus;unknown;.25;;1;BIOPOP April 2005;;.25;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Senecio subalpinus;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Senecio sylvaticus;unknown;.475;;1;BIOPOP April 2005;.8;;.15;;;;
Senecio sylvaticus;unknown;.5;;1;BIOPOP April 2005;;.5;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Senecio vernalis;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Senecio viscosus;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Senecio viscosus;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Senecio vulgaris;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Senecio vulgaris;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Serratula tinctoria;estimation (following LEDA data standards);.55;;1;BIOPOP April 2005;1;;.1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Serratula tinctoria;unknown;.55;;1;BIOPOP April 2005;1;;.1;;;;
Serratula tinctoria;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Seseli hippomarathrum;actual measurement (following LEDA data standards);.8;25;1;BIOPOP April 2005;.8;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Seseli hippomarathrum;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Seseli libanotis;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Sesleria albicans;unknown;.25;;1;BIOPOP April 2005;;.25;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Sesleria caerulea;estimation (following LEDA data standards);.275;;1;BIOPOP April 2005;.45;;.1;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Sesleria caerulea;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Sesleria caerulea;unknown;.275;;1;BIOPOP April 2005;.45;;.1;;;;
Sesleria ovata;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Setaria italica;laboratory/greenhouse/garden experiment;.93;15;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.07;.9;.73;.93;;(automatically preaggregated values) ;
Setaria italica;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Setaria pumila;laboratory/greenhouse/garden experiment;.55;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.69;.55;.41;.55;;(automatically preaggregated values) ;
Setaria pumila;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Setaria verticillata;estimation (following LEDA data standards);.45;;1;BIOPOP April 2005;.6;;.3;;;;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Setaria viridis;laboratory/greenhouse/garden experiment;.88;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.2;.9;.59;.88;;(automatically preaggregated values) ;
Setaria viridis;unknown;.325;;1;BIOPOP April 2005;.6;;.05;;;;
Sherardia arvensis;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Sibbaldia procumbens;actual measurement (following LEDA data standards);.048;5;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.05;.044;.035;.048;;(automatically preaggregated values) ;
Sibbaldia procumbens;unknown;.03;;1;BIOPOP April 2005;.04;;.02;;;;
Sigesbeckia orientalis;laboratory/greenhouse/garden experiment;1.03;13;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.23;1.02;.84;1.03;;(automatically preaggregated values) ;
Silaum silaus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Silaum silaus;unknown;.65;;1;BIOPOP April 2005;;.65;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Silene acaulis;actual measurement (following LEDA data standards);.045;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.055;.041;.023;.045;;(automatically preaggregated values) ;
Silene armeria;unknown;.375;;1;BIOPOP April 2005;.6;;.15;;;;
Silene chlorantha;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Silene conica;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Silene cretica;laboratory/greenhouse/garden experiment;.64;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.72;.62;.41;.64;;(automatically preaggregated values) ;
Silene cretica;unknown;.4;;1;BIOPOP April 2005;.7;;.1;;;;
Silene dichotoma;laboratory/greenhouse/garden experiment;.44;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.61;.46;.33;.44;;(automatically preaggregated values) ;
Silene dichotoma;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
