The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", aflv_name "age of first flowering", aof_valid "valid", ref_refname "reference", aof_comment "general comment", aof_minyears "Minumum years", aof_maxyears "Maximum years", or_origrefname "original reference" FROM (SELECT aflv.aflv_name, sbs_aof.sbs_sbsnumber, sbs_aof.sbs_sbsname, sbs_aof.m_methodname, sbs_aof.aof_valid, sbs_aof.ref_refname, sbs_aof.aof_comment, sbs_aof.aof_minyears, sbs_aof.aof_maxyears, sbs_aof.or_origrefname, sbs_aof.aof_sbsnumber FROM (SELECT ageoffirstfloweringtypeid AS aflv_id, ageoffirstfloweringtypename AS aflv_name FROM (SELECT ageoffirstfloweringtypeid, ageoffirstfloweringtypename from ageoffirstfloweringtype_lv)) aflv JOIN (SELECT aof_m.aof_categoryid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, aof_m.m_methodname, aof_m.aof_valid, aof_m.ref_refname, aof_m.aof_comment, aof_m.aof_minyears, aof_m.aof_maxyears, aof_m.or_origrefname, aof_m.aof_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_aof.aof_categoryid, r_aof.aof_sbsnumber, m.m_methodname, r_aof.aof_valid, r_aof.ref_refname, r_aof.aof_comment, r_aof.aof_minyears, r_aof.aof_maxyears, r_aof.or_origrefname FROM (SELECT aof_orf.aof_categoryid, aof_orf.aof_sbsnumber, aof_orf.aof_methodid, aof_orf.aof_valid, r.ref_refname, aof_orf.aof_comment, aof_orf.aof_minyears, aof_orf.aof_maxyears, aof_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT aof.aof_categoryid, aof.aof_sbsnumber, aof.aof_methodid, aof.aof_valid, aof.aof_referenceid, aof.aof_comment, aof.aof_minyears, aof.aof_maxyears, orf.or_origrefname FROM (SELECT ageoffirstfloweringtypeid AS aof_categoryid, sbsnumber AS aof_sbsnumber, methodid AS aof_methodid, valid AS aof_valid, referenceid AS aof_referenceid, p_comment AS aof_comment, minvalue AS aof_minyears, maxvalue AS aof_maxyears, origreferenceid AS aof_origreferenceid FROM (SELECT sbsnumber, taxonid, ageoffirstfloweringtypeid, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid, ageoffirstfloweringid, minvalue, maxvalue FROM ageoffirstflowering natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) aof FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON aof.aof_origreferenceid = orf.or_origrefid) aof_orf ON r.ref_referenceid = aof_orf.aof_referenceid) r_aof LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_aof.aof_methodid = m.m_methodid) aof_m ON sbs.sbs_sbsnumber = aof_m.aof_sbsnumber) sbs_aof ON aflv.aflv_id = sbs_aof.aof_categoryid) ORDER BY sbs_sbsname
on Mon Oct 27 17:54:56 CET 2008 .

SBS name;SBS number;general method;age of first flowering;valid;reference;general comment;Minumum years;Maximum years;original reference
Scleranthus annuus;17086;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Scleranthus annuus;17086;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Sclerochloa dura;42375;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Scolymus hispanicus;10899;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Scorpiurus muricatus;21040;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Scrophularia auriculata;33429;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Scrophularia nodosa;32862;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Scutellaria galericulata;24386;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Secale cereale;42376;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum acre;18178;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the  first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sedum acre;18178;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Sedum album;18182;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the  first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sedum annuum;18195;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum annuum;18195;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum caeruleum;18208;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum cepaea;18212;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum cepaea;18212;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum rubens;18260;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sedum rupestre;18224;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the  first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sedum telephium;18283;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sedum villosum;18303;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Selinum carvifolia;1092;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grimshaw, S. (unknown e-mail address)
Senecio aquaticus;9544;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio erucifolius;11230;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Kahne, A. (1966): Die vorderpfälzischen Steppenheidegesellschaften mit besonderer Berücksichtigung ihrer Bewurzelungsverhältnisse.
Senecio inaequidens;9629;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio integrifolius s. integrifolius;10152;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Salisbury, E.(1952): Downs and Dunes, G Bell and Sons Ltd, London []
Senecio jacobaea;10452;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Senecio jacobaea;10452;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Senecio jacobaea;10452;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Bain, J. F. (1991): The biology of Canadian weeds. 96. Senecio jacobaea L.
Senecio jacobaea;10452;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl; first flowering is in the second or third year.;;;Schmidt, R.(1983): Über Wuchsform- und Arealdifferenzierung zentraleuropäischer Senecioneae [(32)]
Senecio jacobaea;10452;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is in the first year.;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio nemorensis;9809;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio paludosus;11419;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the first and the fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Senecio sylvaticus;9889;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Senecio sylvaticus;9889;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Senecio vernalis;11179;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Senecio vernalis;11179;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Senecio viscosus;10121;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Senecio viscosus;10121;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Senecio viscosus;10121;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Senecio vulgaris;10456;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Senecio vulgaris;10456;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Senecio vulgaris;10456;observation (like obvious taxonomical traits);Within 1 year;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Senecio vulgaris;10456;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species
Serratula tinctoria;10123;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the first and fifth year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Sesleria caerulea;42378;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Dixon, J. M. (1982): no title given, publication in Journal of Ecology issue: 70 pages: 667-684 [70]
Setaria italica;42741;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Setaria pumila;43456;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Setaria verticillata;43457;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Setaria verticillata;43457;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Setaria viridis;42743;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Setaria viridis;42743;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Sherardia arvensis;31967;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Sherardia arvensis;31967;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Sherardia arvensis;31967;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Mörchen, G. (1965): Wuchsformen heimischer Rubiaceen.
Sibbaldia procumbens;30472;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Coker, P. D.(1966): no title given, publication in Journal of Ecology issue: 54 pages: 823-831 [54]
Sicyos angulatus;18457;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sicyos angulatus;18457;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Sideritis montana;24820;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Sideritis romana;23674;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Sigesbeckia jorullensis;10459;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Sigesbeckia orientalis;11602;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Silaum silaus;993;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Wehsarg, O. (1935): Wiesenunkräuter
Silene acaulis s. acaulis;16606;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): first flowered at 3 yrs in cultivation;;;Jones, V.(1962): no title given, publication in Journal of Ecology issue: 50 pages: 475-487 [50]
Silene armeria;17110;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Silene armeria;17110;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
