The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Veronica praecox;33746;derivation from photos or drawings;.085;;1;BIOPOP April 2005;;.12;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Verbascum pulverulentum;33747;observation (like obvious taxonomical traits);.85;;1;ECOFLORA - database of the ecological flora of the british isles;;1.2;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Verbascum pulverulentum;33747;derivation from photos or drawings;.825;;1;BIOPOP April 2005;;1.1;.55;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Verbascum pulverulentum;33747;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria purpurea;33748;observation (like obvious taxonomical traits);.6;;1;ECOFLORA - database of the ecological flora of the british isles;;.9;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria purpurea;33748;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis recutita;33753;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.5;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Linaria repens;33754;observation (like obvious taxonomical traits);.55;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria repens;33754;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Linaria repens;33754;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.45;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica montana;33758;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica montana;33758;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica montana;33758;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.4;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pedicularis oederi;33763;derivation from photos or drawings;.09;;1;BIOPOP April 2005;;.15;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pedicularis oederi;33763;actual measurement (following LEDA data standards);.03;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.03;.04;.02;;;;;;NORWAY;unknown
Veronica officinalis;33764;actual measurement;.118;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];.118;;;1;;;;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];NORWAY;unknown
Veronica officinalis;33764;derivation from photos or drawings;.035;;1;BIOPOP April 2005;;.05;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica officinalis;33764;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica officinalis;33764;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis palustris;33771;observation (like obvious taxonomical traits);.34;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis palustris;33771;actual measurement (following LEDA data standards);.19;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.2;.3;.14;;;;;;NORWAY;unknown
Pedicularis palustris;33771;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis palustris;33771;derivation from photos or drawings;.35;;1;BIOPOP April 2005;;.5;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Verbascum lychnitis;33779;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Verbascum lychnitis;33779;laboratory/greenhouse/garden experiment;1.24;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.22;1.47;.92;;;;;;GERMANY;no
Verbascum lychnitis;33779;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Verbascum lychnitis;33779;derivation from photos or drawings;.775;;1;BIOPOP April 2005;;1;.55;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica filiformis;33807;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.3;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica dillenii;33829;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.25;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Verbascum densiflorum;33851;derivation from photos or drawings;1.375;;1;BIOPOP April 2005;;2.3;.45;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Verbascum densiflorum;33851;laboratory/greenhouse/garden experiment;.83;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.77;.99;.5;;;;;;GERMANY;no
Veronica beccabunga;33863;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica beccabunga;33863;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica beccabunga;33863;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.6;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica catenata;33875;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica catenata;33875;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.7;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica catenata;33875;actual measurement (following LEDA data standards);.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.26;.38;.17;;;;;;GERMANY;no
Veronica catenata;33875;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Hieracium amplexicaule;33881;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.3;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Erinus alpinus;33899;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Erinus alpinus;33899;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Mimulus moschatus;34076;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Mimulus moschatus;34076;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Mimulus moschatus;34076;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia foulaensis;34091;observation (like obvious taxonomical traits);.06;;1;ECOFLORA - database of the ecological flora of the british isles;;.06;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica agrestis;34127;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Veronica agrestis;34127;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Mimulus guttatus;34136;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Mimulus guttatus;34136;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.55;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Mimulus guttatus;34136;laboratory/greenhouse/garden experiment;.49;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.5;.56;.43;;;;;;GERMANY;no
Mimulus guttatus;34136;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Hieracium humile;34141;derivation from photos or drawings;.165;;1;BIOPOP April 2005;;.25;.08;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Scrophularia scorodonia;34168;observation (like obvious taxonomical traits);.8;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia scorodonia;34168;observation (like obvious taxonomical traits);.6;;1;ECOFLORA - database of the ecological flora of the british isles;;;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica fruticans;34175;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica fruticans;34175;derivation from photos or drawings;.08;;1;BIOPOP April 2005;;.12;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica fruticans;34175;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica anagalloides;34184;derivation from photos or drawings;.35;;1;BIOPOP April 2005;;.55;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica anagalloides;34184;laboratory/greenhouse/garden experiment;.25;17;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.26;.34;.2;;;;;;GERMANY;no
Hebe salicifolia;34193;observation (like obvious taxonomical traits);2.5;;1;ECOFLORA - database of the ecological flora of the british isles;;2.5;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica urticifolia;34194;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.6;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia campbelliae;34200;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis verticillata;34203;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.25;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Euphrasia marshallii;34204;observation (like obvious taxonomical traits);.12;;1;ECOFLORA - database of the ecological flora of the british isles;;.12;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Misopates orontium;34219;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Misopates orontium;34219;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Misopates orontium;34219;laboratory/greenhouse/garden experiment;.33;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.33;.33;.33;;;;;;GERMANY;no
Pedicularis sceptrum-carolinum;34226;derivation from photos or drawings;.5;;1;BIOPOP April 2005;;.75;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Limosella australis;34230;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;.05;;;;;;Fitter, A. H. (unknown e-mail address);;unknown
Euphrasia ostenfeldii;34242;observation (like obvious taxonomical traits);.12;;1;ECOFLORA - database of the ecological flora of the british isles;;.12;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lathraea squamaria;34252;observation (like obvious taxonomical traits);.19;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Lathraea squamaria;34252;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia tetraquetra;34295;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia micrantha;34307;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia heslop-harrisonii;34309;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica scutellata;34347;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica scutellata;34347;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.45;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica scutellata;34347;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia umbrosa;34372;observation (like obvious taxonomical traits);.7;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.4;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scrophularia umbrosa;34372;derivation from photos or drawings;.825;;1;BIOPOP April 2005;;1.2;.45;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Scrophularia umbrosa;34372;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;;.4;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica verna;34375;observation (like obvious taxonomical traits);.09;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.03;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Veronica verna;34375;derivation from photos or drawings;.09;;1;BIOPOP April 2005;;.15;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Veronica verna;34375;observation (like obvious taxonomical traits);.03;;1;ECOFLORA - database of the ecological flora of the british isles;;;.03;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Euphrasia cambrica;34385;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;.08;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pedicularis elongata;34389;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Mimulus luteus;34406;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Veronica opaca;34421;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Bartsia alpina;34451;actual measurement;.203;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];.203;;;1;;;;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];NORWAY;unknown
Bartsia alpina;34451;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Bartsia alpina;34451;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Bartsia alpina;34451;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Linaria alpina;34452;derivation from photos or drawings;.06;;1;BIOPOP April 2005;;.08;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
